t_index                term    df
15990              bravent     1
15991             outlying     1
15992             outlined     1
15993             2-storey     1
15994              schultz     1
15995           floodlight     1
15996              calinas     1
15997             24-hours     1
15998              airdrop     1
15999                santo     1
16000                takla     1
16001         salvadorians     2
16002               pelvis     1
16003            espehello     1
16004             year-old     1
16005              edwardo     1
16006               harrow     1
16007              mammoth     2
16008               serheo     1
16009              castill     1
16010              lanchin     1
16011              morrano     1
16012           florescent     1
16013                 corn     1
16014               tucked     1
16015                cagle     1
16016                  683     2
16017    earthquake-driven     1
16018                  677     1
16019                 plow     2
16020               46,000     1
16021              expanse     1
16022              natalia     1
16023          dirt-packed     1
16024               photos     1
16025              taffeta     1
16026              fidelia     2
16027              guardao     2
16028            heartbeat     2
16029                niece     1
16030                album     1
16031                mover     3
16032        magnitude-5.7     1
16033            lightbulb     1
16034             detector     1
16035           bulldozers     1
16036                olivo     1
16037              trundle     1
16038                 15th     5
16039            excavated     1
16040              cadaver     1
16041             homework     1
16042              justine     3
16043            pitkowski     1
16044                 48th     1
16045                 ilie     4
16046                 fare     1
16047               clavet     1
16048              belgian     5
16049                 12-0     1
16050                greta     3
16051                sarah     1
16052                 vibe     1
16053             vavrinec     1
16054                henin     3
16055             lapentti     1
16056           sheepishly     1
16057             canberra     1
16058         early-season     1
16059               crabby     1
16060            jing-qian     1
16061                   yi     1
16062             4-seeded     1
16063               miriam     1
16064               sooooo     1
16065            miroslava     2
16066                146th     1
16067            teen-ager     6
16068              oremans     1
16069         three-setter     1
16070              annoyed     1
16071                  arn     3
16072              floater     1
16073               mutter     1
16074            qualifier     9
16075          career-high     1
16076  earthquake-stricken     1
16077       slaughterhouse     1
16078                snake     1
16079          subsistence     1
16080              restock     1
16081           7-year-old     1
16082                  140    11
16083            cardboard     1
16084                  124     2
16085              marcela     1
16086            vallentin     1
16087              buckled     1
16088               puddle     1
16089             purified     1
16090      near-miraculous     1
16091                 pena     1
16092         cinderblocks     1
16093             veronica     1
16094                683rd     1
16095                  682     1
16096          scaled-back     1
16097                 slop     1
16098             betrisia     1
16099              smashed     1
16100                 rosa     2
16101             gatorade     1
16102             tortilla     1
16103             accustom     1
16104                  lid     1
16105                tomic     2
16106              subside     2
16107             stop-gap     1
16108                13-14     2
16109               fading     2
16110               creaky     2
16111               ferret     2
16112          bombardment     2
16113         firecrackers     2
16114            rejoicing     2
16115             clisters     1
16116              lindsey     2
16117             galiardi     1
16118               oloroc     1
16119                  8-6    11
16120              varonec     1
16121                bodon     1
16122               arbady     1
16123              dominic     1
16124            goldstein     4
16125              ferraro     1
16126              lipente     1
16127             emmanuel     1
16128                testu     1
16129            slovakian     1
16130                healy     1
16131            fortnight     1
16132                juana     1
16133   eighteen-month-old     1
16134                 drip     1
16135             fatality     1
16136             desvides     1
16137              bradman     1
16138            rotavirus     2
16139               r-ohio     1
16140       bipartisanship     1
16141               grudge     1
16142             geoffrey     3
16143              pointed     1
16144        desegregation     1
16145              sniping     1
16146                  raw     2
16147               liking     1
16148      down-the-middle     1
16149               r-ariz     1
16150      confrontational     2
16151       obstructionist     1
16152                 alma     1
16153           hot-button     1
16154                _like     1
16155                  rep     1
16156             war-room     1
16157               r-n.h.     1
16158               norton     1
16159               negate     1
16160                paige     1
16161                fests     1
16162         unreasonable     2
16163                garin     1
16164           soon-to-be     1
16165        conservatives     1
16166             roderick     2
16167           inquisitor     1
16168              racicot     1
16169             grassley     1
16170               d-mass     1
16171              equally     1
16172          conflicting     1
16173               wither     1
16174             designee     1
16175               r-iowa     1
16176             optimist     2
16177            voinovich     1
16178              portman     1
16179            ideologue     1
16180           consensual     1
16181             courtesy     1
16182              mellman     1
16183             mystique     1
16184               stymie     1
16185              customs     1
16186                blunt     2
16187            coherence     1
16188              scanner     2
16189         acquaintance     1
16190            prankster     1
16191             fillmore     1
16192             navasota     1
16193                cache     2
16194          elusiveness     1
16195           huntsville     1
16196          practically     1
16197          uninhabited     1
16198        walkie-talkie     1
16199             matching     2
16200              amplify     1
16201               70,000     5
16202              tipster     1
16203             ensemble     2
16204         five-setters     2
16205              mariana     2
16206                pratt     2
16207              coetzer    16
16208               fidget     2
16209             five-set     6
16210               talaja     2
16211            two-piece     2
16212               amelie     6
16213              silvija     2
16214             mauresmo     6
16215          shaughnessy     3
16216                 14-7     2
16217              meghann     3
16218                  amy     2
16219             tiebreak     2
16220                 rita     6
16221           satisfying     4
16222              frazier     2
16223               unveil     2
16224               grande     5
16225              low-cut     2
16226                 diaz     2
16227                 16th     2
16228                oliva     2
16229            siemerink     1
16230              callens     3
16231                  els     3
16232                ausie     1
16233              quarten     1
16234               farera     1
16235               rennae     1
16236               bungle     1
16237         hingis-seles     1
16238              1997-99     1
16239               gaelle     1
16240         respectively     1
16241               stubbs     1
16242                sidot     1
16243                  err     1
16244               ranked     1
16245              titlist     2
16246                0,000     1
16247             normalcy     1
16248           stunningly     2
16249              stopgap     1
16250        pronouncement     1
16251             rusedski     4
16252                 9-7.     1
16253              kuerton     1
16254             biblical     1
16255                  119     1
16256                naive     1
16257             diarrhea     2
16258            monsignor     1
16259             bautista     1
16260              painter     1
16261            adversity     1
16262               76,000     1
16263                 wars     1
16264             assassin     1
16265         municipality     1
16266             hammocks     1
16267             wasteful     1
16268             gregorio     1
16269               dengue     1
16270               homily     1
16271                 ware     1
16272          earthquakes     1
16273             tenacity     1
16274               methyl     1
16275             rightist     1
16276            preaching     1
16277        undescribable     1
16278              wingate     1
16279             shrapnel     1
16280                unman     1
16281           passageway     1
16282           half-eaten     1
16283               ussole     1
16284                 soot     1
16285           50-caliber     1
16286          electrocute     1
16287                 moth     1
16288             twisting     1
16289              135,000     1
16290       coffee-related     1
16291                  687     1
16292          maquiladora     1
16293            producers     1
16294                  1.6     2
16295              harvest     1
16296              arrives     1
16297                colon     2
16298  assembly-for-export     1
16299          rock-bottom     1
16300              espitia     1
16301               91,000     1
16302                 yank     2
16303                  2-0     5
16304              cleanly     1
16305              happier     1
16306                  9-7     6
16307              nadejda     1
16308             spaniard     1
16309           llagostera     3
16310         hard-hitting     1
16311         next-to-last     1
16312        three-setters     1
16313                 elia     4
16314                nuria     3
16315             2-seeded     1
16316            three-set     8
16317               silvia     3
16318               farina     3
16319               michal     3
16320               tabara     3
16321                feast     1
16322              petrova     1
16323                chela     4
16324              ignacio     4
16325                 jana     1
16326         fourth-round     5
16327                ruano     2
16328              pascual     2
16329                  5-0     5
16330              rittner     4
16331             dragomir     2
16332                marta     2
16333             paycheck     2
16334            gagliardi     2
16335               schett     3
16336           christophe     2
16337            93-degree     2
16338               michel     2
16339             ruxandra     2
16340     serve-and-volley     5
16341                 3:08     2
16342               superb     2
16343           kratochvil     2
16344               bohdan     2
16345              marrero     2
16346        crowd-pleaser     2
16347              youzhny     2
16348             ulihrach     2
16349           emmanuelle     2
16350               rochus     2
16351             prinosil     2
16352               emilie     1
16353                 loit     1
16354              athlete     2
16355            underpaid     1
16356                plays     1
16357             overpaid     1
16358              refresh     2
16359            guardsman     2
16360          recommended     2
16361         face-to-face     1
16362                taped     1
16363               quorum     2
16364              perjury     6
16365              thing99     1
16366               deceit     1
16367                 judd     4
16368         cliff-hanger     1
16369            admission     2
16370               worded     1
16371              falsely     3
16372             artfully     1
16373            knowingly     1
16374           finalality     1
16375        whistleblower     1
16376             lawfully     1
16377             harrison     2
16378                tripp     1
16379              figured     1
16380           deposition     1
16381           disbarment     1
16382                paula     2
16383              kendall     1
16384             cisneros     7
16385             acrimony     1
16386            valiantly     1
16387          voluntarily     2
16388             predator     1
16389          imaginative     1
16390               karuth     1
16391               unborn     1
16392               jerica     1
16393             panthers     1
16394         co-defendant     1
16395              yevgeni     1
16396                 lamb     1
16397               54,000     1
16398                  680     1
16399           tanasugarn     3
16400          13th-seeded     1
16401              0-for-5     1
16402         interruption     1
16403               umpire     6
16404              federer     3
16405             virginie     4
16406            johansson     3
16407               ladies     1
16408               harvey     1
16409                  4-2     6
16410       hingis-razzano     1
16411          frenchwoman     2
16412             sunbaked     1
16413          break-point     1
16414           hardcourts     2
16415            frenchmen     1
16416              razzano     4
16417              matchup     6
16418             tamarine     4
16419          overbilling     1
16420          70-year-old     1
16421              sunrise     1
16422              deplane     1
16423                1988.     1
16424              red-eye     1
16425              ventura     1
16426                nanny     1
16427         pooh-poohing     1
16428               viktor     1
16429       gop-controlled     1
16430               unwise     2
16431               despot     1
16432         domestically     1
16433             thiessen     1
16434                 spat     1
16435         more-limited     1
16436           uninformed     1
16437         straight-set     1
16438          vinciguerra     2
16439              marlene     2
16440               cooler     2
16441                  4-4     4
16442             thailand     2
16443                 lars     2
16444          thermometer     2
16445            chladkova     3
16446               groove     2
16447                  6-7    13
16448                 daja     2
16449                  2-4     3
16450          weingartner     2
16451           seven-game     2
16452          burgsmuller     2
16453                   93     2
16454                swede     2
16455            calatrava     2
16456             bedanova     2
16457            courtside     2
16458               suarez     3
16459              hitting     2
16460               denisa     3
16461               adjoin     2
16462                paola     3
16463                  '93     1
16464          principally     1
16465            undertook     1
16466        philanthropic     3
16467               yorker     1
16468         fund-raisers     1
16469               hearst     9
16470          mishandling     2
16471               deutch     8
16472                 moya    10
16473                 6-1.     2
16474             fierrera     1
16475                 1-4.     1
16476          tanasugarin     1
16477                blitz     1
16478               fugazy     5
16479                conn.     1
16480                  740     1
16481        incarceration     2
16482           bankruptcy     4
16483           prominence     1
16484                  n.y     2
16485           interstate     2
16486              danbury     1
16487                blunk     1
16488               haight     1
16489                  295     1
16490           submachine     2
16491              58-year     1
16492               nanuet     1
16493               gutman     1
16494               cherry     2
16495            delighted     1
16496             hispanic     1
16497                 pomp     1
16498              humbled     2
16499                 1909     1
16500            pageantry     2
16501                 54th     1
16502            lafayette     2
16503              andrews     3
16504              drizzle     1
16505                gores     1
16506          hairbreadth     1
16507               chosen     1
16508              glisten     1
16509                bible     4
16510                sheaf     1
16511                foyer     2
16512                 1600     1
16513              heiress     5
16514                 ave.     1
16515                 1876     1
16516                jenna     2
16517            anti-bush     1
16518            roosevelt     1
16519            preferred     1
16520                vista     1
16521           ceremonial     1
16522                 1953     1
16523              drizzly     1
16524          rain-soaked     1
16525            black-tie     2
16526               gloved     1
16527              herbert     1
16528         half-million     1
16529             equality     2
16530             two-step     1
16531            rehnquist     2
16532            last-days     1
16533            mishandle     5
16534               hurrah     1
16535                 7777     1
16536         half-brother     1
16537       stephanopoulos     1
16538            beschloss     1
16539         clintonesque     1
16540           supporting     1
16541           masquerade     1
16542              reasons     1
16543            adventure     1
16544                pager     1
16545              podesta     1
16546               21-gun     2
16547          collar-pins     1
16548          sentimental     1
16549              folding     1
16550            deference     1
16551            expansive     1
16552         extravagance     1
16553                 2:57     1
16554             driveway     1
16555          undisturbed     1
16556                  747     1
16557           monticello     1
16558         hand-shaking     1
16559                28000     1
16560             rallying     1
16561             elongate     1
16562            touchdown     1
16563             featured     1
16564                 ind.     1
16565          unwarranted     1
16566                terre     1
16567               shuler     1
16568              mcveigh     1
16569                  168     1
16570             foothill     4
16571                 1963     2
16572              hubbard     1
16573                  6-5     6
16574 associate-turned-informant     3
16575             11-judge     1
16576                haute     1
16577              calhoun     1
16578          three-judge     1
16579                  2-1     1
16580               melvin     4
16581               ingest     2
16582            probation     5
16583              14-year     3
16584           symbionese     4
16585            univision     3
16586                cuomo     3
16587     spanish-language     3
16588               ex-new     3
16589             rockland     4
16590              35-year     3
16591             hastings     3
16592              hasting     3
16593             underage     4
16594                alcee     3
16595           seven-year     3
16596        deteriorating     2
16597            unsecured     4
16598       once-prominent     3
16599           biographic     3
16600            then-u.s.     3
16601             conspire     4
16602                   jr     3
16603            brainwash     3
16604               navajo     4
16605                evans     4
16606              bungled     4
16607               disbar     3
16608            macdonald     4
16609                   sr     3
16610            gillespie     2
16611             reynolds     4
16612             1/2-year     3
16613          unprotected     4
16614                stump     1
16615               _linda     1
16616        entertainment     3
16617           ex-housing     1
16618                 fife     2
16619            symington     2
16620              gratify     1
16621              navajos     1
16622               abscam     1
16623      under-achieving     1
16624                rider     1
16625                 gosh     1
16626                  271     1
16627 republican-controlled     1
16628              delight     4
16629                 1881     1
16630               recite     1
16631               hiring     1
16632            departing     1
16633                apron     1
16634        texas-wyoming     1
16635              wistful     1
16636                12:02     1
16637              539,947     1
16638            umbrellas     1
16639            five-vote     1
16640                11:57     1
16641                 41st     1
16642               bundle     1
16643            stoically     1
16644         19-year-olds     1
16645             campbell     1
16646                  267     1
16647           spectators     1
16648          expectantly     1
16649                 cart     1
16650              reveler     1
16651          pomp-filled     1
16652        all-important     1
16653            protected     1
16654              startle     2
16655             pointing     1
16656             defeated     1
16657             pledging     1
16658            crippling     1
16659              broaden     1
16660           alienation     1
16661           detachment     1
16662              martins     1
16663      instantaneously     1
16664               totter     1
16665              khaldei     1
16666             maximize     1
16667          dictablanda     1
16668            ceausescu     1
16669                  '91     1
16670             finality     1
16671  revolution-handling     1
16672            ferdinand     1
16673             paradigm     1
16674               iconic     1
16675       fear-mongering     1
16676               prague     1
16677            reichstag     1
16678           persuasive     1
16679             storming     1
16680         discrediting     1
16681            zeitgeist     1
16682            co-author     1
16683               duvall     1
16684      totalitarianism     1
16685             catalyst     1
16686             virulent     1
16687             pinochet     1
16688            secretive     1
16689            nominally     1
16690          progressive     1
16691            tiananmen     1
16692            dictadura     1
16693                quash     1
16694                 eyal     1
16695              nicolae     1
16696               exhort     1
16697       post-communist     1
16698             brooding     1
16699          slow-moving     1
16700              passive     1
16701   coalition-building     1
16702                 apex     1
16703           hesitation     2
16704            romanians     1
16705             inimical     1
16706            post-cold     1
16707              savings     2
16708             15-month     1
16709                 tech     1
16710               tucker     1
16711              billing     1
16712                 wade     2
16713              reached     2
16714              knowing     2
16715            appraisal     2
16716    government-backed     1
16717                starr     1
16718         russellville     1
16719             misapply     2
16720          arkadelphia     1
16721             guaranty     2
16722            appraiser     1
16723             squirrel     1
16724                 3-1.     1
16725                 6-0.     2
16726                   ry     1
16727             gerstein     1
16728              thepaid     1
16729                 josh     1
16730                  3-1     1
16731          half-volley     1
16732              getting     1
16733                  huh     3
16734                debut     1
16735        higher-ranked     1
16736                  3-3     1
16737             1-ranked     1
16738            15-seeded     2
16739            shakiness     1
16740           out-served     1
16741            scorching     1
16742              red-hot     1
16743           clay-court     1
16744                 darn     1
16745            recurring     1
16746              indoors     5
16747              blister     2
16748            fifth-set     1
16749                 trio     1
16750                 drub     1
16751                waver     1
16752                eaker     1
16753               turner     1
16754           misconduct     1
16755               broder     1
16756             universe     1
16757            brokerage     1
16758                corny     1
16759             deutsche     1
16760             genomics     1
16761               darden     1
16762         rehabilitate     1
16763              shapiro     1
16764           for-profit     1
16765               drexel     1
16766               celera     1
16767                 cure     1
16768             flawless     2
16769                gaudy     1
16770             stubborn     1
16771                  aha     1
16772             epiphany     1
16773              memphis     1
16774           going-away     1
16775                 sage     1
16776             mobility     1
16777                swipe     1
16778              aussies     2
16779            shoot-out     1
16780         second-serve     2
16781          tempestuous     1
16782                demon     1
16783               wicked     1
16784            percolate     1
16785               splash     1
16786           home-based     2
16787              malivai     1
16788             unsteady     1
16789             uncommon     1
16790          slow-footed     1
16791                 17-2     1
16792          14th-seeded     1
16793           high-grade     1
16794              yeshiva     1
16795            amendment     1
16796                 hobe     1
16797           myasthenia     1
16798               loring     1
16799                  pug     1
16800               myakka     1
16801              suffers     1
16802             600-acre     1
16803             brooklyn     1
16804                  asa     1
16805             suitland     1
16806                jacob     1
16807               kalmen     1
16808                irish     1
16809                 ariz     1
16810           watermelon     1
16811      motel-apartment     1
16812              morison     1
16813               gravis     1
16814                  lsd     1
16815                lease     1
16816               65,000     1
16817             langston     1
16818          health-food     1
16819              citadel     1
16820          drug-making     1
16821                  tem     1
16822             prosperi     1
16823                  pcp     1
16824            publisher     1
16825                  sod     1
16826              tredway     1
16827              ravenel     1
16828        falsification     1
16829                  188     1
16830             activism     1
16831         commutations     1
16832                duane     1
16833            cleveland     1
16834               elbaum     1
16835           bustamante     1
16836          non-violent     1
16837                 1:18     1
16838                 heck     1
16839               bowrey     1
16840               lesley     1
16841                 rios     2
16842                  fed     1
16843              marcelo     2
16844                  bye     1
16845                  itf     1
16846                  'em     2
16847              payouts     1
16848              matters     1
16849           completing     1
16850                28-29     1
16851          third-round     1
16852                 sava     1
16853            draconian     2
16854     institutionalize     2
16855                  ida     2
16856                vesna     2
16857               savina     2
16858          federations     2
16859           paraplegic     2
16860           papandreou     2
16861           belgraders     2
16862            gleefully     2
16863               yu-132     2
16864                mitic     2
16865                 meri     2
16866               milica     2
16867           parapolice     2
16868         intermediary     2
16869             compared     1
16870            attendant     2
16871                 dour     2
16872               niksic     2
16873          quarrelsome     2
16874                  nin     2
16875               locani     2
16876              cherish     2
16877            bypassing     2
16878             beholden     2
16879          notoriously     2
16880        parafinancial     2
16881            supported     2
16882         shoe-leather     2
16883               mcavoy     1
16884         snow-covered     1
16885               outing     1
16886                 deli     1
16887              two-car     1
16888              mahopac     1
16889             sandwich     1
16890            honorific     1
16891       appreciatively     1
16892            autograph     1
16893             misnomer     1
16894   last-day-in-office     1
16895            unpacking     1
16896                salad     1
16897              siobhan     1
16898                lange     1
16899            formality     1
16900            unnoticed     1
16901               nuffer     1
16902             eventful     1
16903               chatty     1
16904          schlesinger     1
16905                demur     1
16906              retinue     1
16907             grabbing     1
16908                 6-4.     2
16909               mangus     1
16910                  0-6     3
16911                jesus     2
16912              750,000     2
16913                 alas     2
16914                1,927     2
16915           balcaceres     2
16916                  710     2
16917            solorzano     2
16918              delsaut     2
16919 earthquake-triggered     2
16920                 ivon     2
16921              141,000     2
16922                  cab     2
16923             connolly     1
16924               teller     7
16925                 m-16     1
16926                   7.     1
16927               comens     1
16928               moolgd     1
16929          swiss-based     1
16930                  135     1
16931             footnote     1
16932               skiing     1
16933          undeserving     1
16934               filter     1
16935                 scam     1
16936                   rv     7
16937              mershon     8
16938             schutner     1
16939              moresmo     1
16940             wildness     1
16941                emily     1
16942              gostran     1
16943              6-1,6-4     1
16944                  duo     1
16945               finals     1
16946               juarez     1
16947             ruzedzki     1
16948             bidanora     1
16949             yevgenic     1
16950                jimen     1
16951               wayner     1
16952          winsegerera     1
16953                dayeb     1
16954              6-2,6-2     1
16955         american-led     1
16956          criminalize     1
16957                 held     1
16958      overzealousness     1
16959                zarem     1
16960              unaware     3
16961                aback     1
16962               bypass     3
16963                 fink     3
16964           pillowcase     1
16965         cold-blooded     1
16966                raped     1
16967                 toys     1
16968                 luna     1
16969               robbed     1
16970              entered     1
16971              1986-87     1
16972            described     1
16973              stabbed     1
16974            sawed-off     5
16975                 eric     6
16976            zachareas     2
16977          hairstylist     1
16978         undersheriff     2
16979              kristie     1
16980                  dye     4
16981             waybourn     1
16982           coachlight     8
16983               blonde     1
16984             partying     1
16985            dougherty     2
16986            foothills     2
16987                 fehn     2
16988              springs     7
16989 www.tdcj.state.tx.us     1
16990               touchy     2
16991            55-minute     2
16992            postmatch     2
16993          contentment     2
16994                 37-2     2
16995              1991-93     3
16996            woodforde     2
16997            volleying     1
16998            acrobatic     2
16999                 13-5     2
17000                30-40     2
17001              mcgwire     2
17002             13-match     1
17003                  4-1     8
17004          12th-seeded     1
17005                lunge     1
17006            inventive     1
17007              looking     1
17008                  7-4     1
17009                  1-4     2
17010     come-from-behind     1
17011             athletic     1
17012          second-seed     1
17013           conversion     1
17014               maroon     1
17015                telar     1
17016               4-time     1
17017              jocular     1
17018               fuerth     1
17019          vindication     1
17020            launching     1
17021                racak     1
17022            zimmerman     1
17023      czechoslovakian     1
17024           befuddling     1
17025             belittle     1
17026             arsonist     1
17027             skirmish     1
17028             mengistu     1
17029              defying     1
17030              acolyte     1
17031             kornblum     1
17032           well-armed     1
17033              uncanny     1
17034             ethiopia     1
17035             mid-1996     1
17036              frasure     1
17037           unpunished     1
17038        south-central     1
17039                lousy     3
17040             sporadic     1
17041       roller-coaster     1
17042               mariam     1
17043            holbrooke     1
17044             budapest     1
17045           diminished     1
17046              brewing     1
17047          unpalatable     1
17048              kinship     1
17049          strenuously     1
17050                 helm     1
17051             dizzying     1
17052               upshot     1
17053             shouting     1
17054             perilous     1
17055                haile     1
17056            outgunned     1
17057         full-fledged     1
17058             definite     2
17059              kusa-tv     1
17060                  ski     1
17061               maketa     1
17062   //www.irvingpd.com     4
17063               parked     1
17064             cherokee     3
17065             marianos     1
17066      law-enforcement     2
17067             gunfight     1
17068            birthmark     1
17069           campground     1
17070                  aon     1
17071                 4:15     1
17072           momentsing     1
17073            econoline     1
17074             etcetera     1
17075           carjacking     2
17076                 cock     6
17077                snare     1
17078               duffel     2
17079                  lae     1
17080              carjack     2
17081                 7-11     1
17082                  hid     1
17083               cloner     1
17084       orange-reddish     1
17085                  wre     1
17086               bleach     1
17087          mountaintop     1
17088      convictsgetaway     1
17089         bleach-blond     1
17090               duffle     1
17091            fugitives     1
17092       letter-writing     1
17093              stopper     1
17094                  atf     2
17095                 tfor     1
17096         bullet-proof     2
17097               berate     1
17098             marshals     1
17099            congenial     1
17100              _joseph     1
17101               murray     2
17102        instantaneous     1
17103            talkative     1
17104                sammi     1
17105             expedite     3
17106           born-again     1
17107                wilma     1
17108        bible-reading     1
17109              mccombs     1
17110             casually     1
17111                  r.v     2
17112                gulch     1
17113           strickland     2
17114              34-foot     2
17115                 gina     1
17116                  bum     1
17117                behan     1
17118                piper     1
17119         philharmonic     1
17120               halevy     2
17121                avner     2
17122           contrition     1
17123                zubin     1
17124              marbury     1
17125              shabtai     1
17126             kindness     1
17127          flabbergast     1
17128               shavit     1
17129               neeman     1
17130                wolfe     1
17131                zedek     2
17132               mossad     1
17133              rudnick     1
17134          oil-trading     1
17135           rubenstein     2
17136               yaakov     1
17137          regretfully     1
17138                lahat     1
17139               shaare     2
17140      air-conditioner     1
17141         recalcitrant     1
17142               azulay     2
17143               shlomo     1
17144            scripture     1
17145               sumner     1
17146                 rift     1
17147          39-year-old     4
17148            itinerant     1
17149               errand     1
17150               goatee     1
17151          god-fearing     1
17152            innocuous     1
17153              cramped     3
17154                 denn     1
17155             befriend     1
17156               arouse     1
17157      well-calculated     1
17158                shane     1
17159              pairing     4
17160             whopping     4
17161             mistakes     4
17162             mismatch     4
17163              grimace     4
17164           discomfort     4
17165             5-foot-2     5
17166             ponytail     5
17167                  5-5     5
17168            hairstyle     5
17169              luggage     1
17170      sanchez-vicario     3
17171       coetzer-hingis     2
17172              arantxa     3
17173           neighborly     5
17174               jacque     1
17175              hanover     1
17176                 8-6.     1
17177         all-williams     1
17178         tough-fought     1
17179             outclass     1
17180            consuming     1
17181             'burning     1
17182               orders     1
17183          supremacist     1
17184             convicts     1
17185                 chao     1
17186              extends     1
17187          five-minute     2
17188              chested     2
17189                 kktv     4
17190            anchorman     3
17191             cornered     2
17192             downplay     3
17193             amarillo     2
17194               pueblo     2
17195                  inn     5
17196            shirtless     2
17197               muprhy     1
17198                   lt     1
17199              stellar     1
17200       seventh-seeded     1
17201                dizzy     1
17202           all-french     2
17203              lunging     2
17204            19-minute     1
17205                4-all     2
17206          off-balance     1
17207          crosscourts     1
17208                visor     1
17209        fourth-seeded     1
17210                6-all     1
17211                 1:46     1
17212               locker     1
17213               ranger     1
17214             savagely     1
17215               42-day     1
17216              tracked     1
17217            foretaste     1
17218                  bog     1
17219            wrangling     1
17220        comparatively     2
17221           exacerbate     1
17222                slime     1
17223              kktv-tv     1
17224           off-camera     1
17225              rackham     1
17226              poynter     1
17227            evaluator     1
17228          negotiators     1
17229       //www.kktv.com     1
17230              putaway     1
17231           all-france     1
17232              dubious     1
17233               dogged     1
17234              thunder     1
17235        encouragement     1
17236                 gasp     1
17237              booming     1
17238          acrimonious     1
17239                wheel     1
17240            patiently     1
17241            detective     1
17242                velez     1
17243               calmly     1
17244             news/pet     1
17245            chameleon     1
17246                  426     1
17247            bloodbath     2
17248                 fool     1
17249          exclusively     1
17250            watergate     1
17251               hiccup     1
17252         effortlessly     1
17253               xavier     1
17254            resurrect     1
17255              fresher     1
17256                 sync     1
17257              sleight     1
17258                agile     1
17259          error-prone     1
17260               sticky     1
17261           exasperate     1
17262             humidity     1
17263            undaunted     1
17264        dysfunctional     1
17265               pounce     1
17266             muscular     1
17267             stifling     1
17268            five-time     1
17269          fifty-three     1
17270                scoop     1
17271           rediscover     1
17272          flat-footed     1
17273                boxer     1
17274               stokes     1
17275              solomon     1
17276         expectations     1
17277            95-degree     1
17278           elasticity     1
17279             euphoric     1
17280            energized     1
17281              malisse     1
17282             molasses     1
17283             ricochet     1
17284               corral     1
17285           gratifying     1
17286           vigorously     1
17287               nadler     1
17288           unilateral     1
17289               denies     1
17290            pardoning     1
17291              jerrold     1
17292             weighing     1
17293           distortion     1
17294                downe     1
17295           undeserved     1
17296                 vein     1
17297             dispense     1
17298          predicament     1
17299              ovation     1
17300              lottery     1
17301          unrelenting     1
17302       baseline-bound     1
17303          universally     1
17304                 legs     1
17305               sultry     1
17306              sneaker     1
17307           helplessly     1
17308            storybook     1
17309               squish     1
17310         rock-concert     1
17311                hyped     1
17312            mesmerize     1
17313               uncork     1
17314               reflex     1
17315             downpour     1
17316                 dart     1
17317               6-love     1
17318            imbalance     1
17319             sweating     1
17320             swimming     1
17321            pollincen     1
17322             vallance     1
17323        vulcanologist     1
17324                 harp     1
17325            gabrielle     1
17326            publicist     1
17327           thornburgh     1
17328         presentation     1
17329               riches     1
17330                 'are     1
17331           regulatory     1
17332                dusan     1
17333             hysteric     1
17334                 brim     1
17335                fires     1
17336               karate     1
17337            merciless     1
17338             wrinkled     1
17339           unpolished     1
17340          materialize     1
17341              60-mile     1
17342                100-0     1
17343            messenger     1
17344                 knot     1
17345              payback     1
17346         two-republic     1
17347               warped     1
17348              inflate     1
17349             attended     1
17350                brisk     1
17351            onslaught     1
17352                 clog     1
17353            misinform     1
